Basketball Still Open,Borough,ClosureType,EditDate,GISpropNum,Handball Still Open,MPPA Still Open,OMPpropID,Red Sign Installed,Status,Tennis Still Open,accessibility,accessibilityLevel,location,name,point,rules,system,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
,B,Completely Locked,05/21/2020 11:06:43 AM,B313,,,B313,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,El Shabazz Playground,POINT (-73.93085348990532 40.682859010780874),Adults Allowed,B313-CPA-0001,"13,516",69,2,49,52
,X,Completely Locked,05/21/2020 11:09:45 AM,X092,,,X092-26,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Jerome Ave, East Gunhill Rd",Sachkerah Woods Playground,POINT (-73.88160199994827 40.883938427149474),Unknown,X092-CPA-0004,"11,605",27,5,40,33
,M,Partially Locked,05/21/2020 11:07:12 AM,M038,,,M038,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hudson St, St Luke's Pl, Clarkson St, 7 Av",James J Walker Park,POINT (-74.0057802867495 40.72996045403933),Adults not allowed in some locations,M038-CPA-0001,"12,077",57,4,10,3
,B,Partially Locked,05/21/2020 11:05:57 AM,B128,,true,B128,,COVID-19 Closure,,false,Not Applicable,Ave. P bet. E. 4 St. and Ocean Pkwy.,Colonel David Marcus Playground,POINT (-73.9687817102833 40.61026298889189),Adults Allowed,B128-CPA-0001,"13,513",2,2,18,39
,Q,Partially Locked,05/21/2020 11:09:01 AM,Q381,,,Q381,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Francis Lewis Blvd., 201 St. bet. 42 Ave. and Station Rd.",Francis Lewis Playground,POINT (-73.78403065736686 40.7606310222825),Adults Allowed,Q381-CPA-0001,"14,196",26,3,20,69
,Q,Completely Locked,05/21/2020 11:07:59 AM,Q005,,,Q005-01,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Sutphin Blvd & 125 Ave,Sutphin Playground,POINT (-73.78912192845159 40.67476824652798),Unknown,Q005-CPA-0001,"24,669",41,3,46,71
,X,Completely Locked,05/21/2020 11:10:08 AM,X221,,,X221,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Lafayette Ave. bet. Bolton Ave. and Underhill Ave.,Space Time Playground,POINT (-73.85979834882518 40.82204084258828),Adults Allowed,X221-CPA-0001,"11,611",58,5,31,26
,X,Completely Locked,05/21/2020 11:10:10 AM,X252,,,X252,,COVID-19 Closure,,false,Not Applicable,Washington to Bathgate Av bet. W 181 St and E 183 St,Bathgate Playground,POINT (-73.894396385697 40.852171053584684),Adults Allowed,X252-CPA-0001,"10,935",35,5,22,31
,M,Completely Locked,05/21/2020 11:07:19 AM,M071,,,M071-16,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 97 St & Riverside Dr,Dinosaur Plgd,POINT (-73.97502268404713 40.79693145667825),Unknown,M071-CPA-0007,"12,421",20,4,19,15
,B,Completely Locked,05/21/2020 11:06:57 AM,B389,,,B389,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Woodruff Ave. and Ocean Ave.,Umma Park,POINT (-73.96188021123623 40.65353054843795),Adults not allowed in some locations,B389-CPA-0001,"13,510",60,2,11,43
,B,Completely Locked,05/21/2020 11:05:50 AM,B073,,,B073-10,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Lincoln Rd & Ocean Ave,Lincoln Rd Plgd,POINT (-73.96340538281882 40.66083002202685),Unknown,B073-CPA-0005,"13,509",13,2,27,50
,M,Completely Locked,05/21/2020 11:07:41 AM,M206,,,M206,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Cherry St. To Water St., W. Catherine Slip To Market Slip",Tanahey Playground,POINT (-73.99589189919652 40.71010849295297),Adults not allowed in some locations,M206-CPA-0001,"11,723",70,4,32,2
false,X,Completely Locked,05/21/2020 11:09:44 AM,X080,,,X080-03,,COVID-19 Closure,,false,Not Applicable,Kappock St Btw Independence & Palisade Aves,Henry Hudson Playground (West),POINT (-73.92060241919614 40.881129918539536),Adults not allowed in some locations,X080-CPA-0003,"11,272",48,5,40,33
,B,Completely Locked,05/21/2020 11:06:14 AM,B223NC,,,B223NC,,COVID-19 Closure,,false,Not Applicable,"Penn St., Wythe Ave., Williamsburg St. E.",Penn Triangle,POINT (-73.9607783493492 40.70084727339525),Adults Allowed,B223NC-CPA-0001,"17,613",36,2,38,56
,B,Completely Locked,05/21/2020 11:06:08 AM,B210B,,,B210B,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,3 Ave. bet. 35 St. and 34 St.,D'Emic Playground,POINT (-74.00502387314818 40.656140994223136),Adults Allowed,B210B-CPA-0001,"13,515",9,2,7,45
,Q,Partially Locked,05/21/2020 11:08:47 AM,Q320,,,Q320,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.",Vleigh Playground,POINT (-73.81600783459572 40.729773120943165),Adults Allowed,Q320-CPA-0001,"14,509",25,3,24,65
false,X,Not Lockable,05/21/2020 11:09:48 AM,X111,,,X111,,COVID-19 Closure,,false,Not Applicable,W 179 St bet. Cedar Av and Sedgwick Av,Cedar Playground,POINT (-73.91739802049636 40.85522232848698),Adults Allowed,X111-CPA-0001,"10,931",6,5,42,29
,B,Completely Locked,05/21/2020 11:06:34 AM,B283,,,B283,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Belmont Ave. between Forbell St. and Drew St.,Belmont Playground,POINT (-73.86292335836661 40.675453206229605),Adults Allowed,B283-CPA-0001,"17,215",45,2,37,47
,X,Completely Locked,05/21/2020 11:10:01 AM,X175,false,,X175,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bailey Ave. bet. W. Kingsbrodge Rd. and W. 193 St.,Riverbend Playground,POINT (-73.90598536762948 40.87186236872236),Adults Allowed,X175-CPA-0001,"11,272",24,5,29,34
,M,Completely Locked,05/21/2020 11:07:17 AM,M069,,,M069,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Thompson St bet. Spring St and Prince St,Vesuvio Playground,POINT (-74.00257438479728 40.72545304842911),Adults Allowed,M069-CPA-0001,"12,075",57,4,10,1
,X,Completely Locked,05/21/2020 11:09:35 AM,X014,,,X014,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 165 St. and Rogers Pl.,Horseshoe Playground,POINT (-73.89770702840573 40.82406797074609),Adults Allowed,X014-CPA-0001,"10,937",8,5,43,24
,R,Completely Locked,05/21/2020 11:09:22 AM,R065,,,R065-02,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Drumgoole Rd E & Woodhull Ave,Woodhull Playground,POINT (-74.19792860036205 40.532150743130224),Unknown,R065-CPA-0002,"10,696",15,1,9,77
,B,Completely Locked,05/21/2020 11:06:51 AM,B342,,,B342,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Glenwood Rd. between E. 100 St. and E. 101 St.,100% Playground,POINT (-73.89872614625612 40.64636502270268),Adults not allowed in some locations,B342-CPA-0002,"13,827",5,2,8,42
,B,Completely Locked,05/21/2020 11:05:44 AM,B051,,,B051,,COVID-19 Closure,,false,Not Applicable,Ave. S bet. E. 14 St. and E. 15 St.,Kelly Park Playground,POINT (-73.95797327688167 40.60368951761293),Adults Allowed,B051-CPA-0001,"13,512",32,2,15,36
,Q,Completely Locked,05/21/2020 11:08:44 AM,Q305,,,Q305,,COVID-19 Closure,,false,Not Applicable,65 Pl. bet. Shaler Ave. and the rail yards,Mafera Park,POINT (-73.89117989596498 40.70575335926465),Adults Allowed,Q305-CPA-0001,"15,310",54,3,34,62
,M,Completely Locked,05/21/2020 11:07:05 AM,M010,,,M010-193,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,97 St & Central Park West,Rudin Plgd,POINT (-73.96404901038363 40.791883130353355),Unknown,M010-CPA-0015,,19,4,19,13
,R,Completely Locked,05/21/2020 11:09:30 AM,R135,,,R135-01,,COVID-19 Closure,,false,Not Applicable,"Armstrong Ave, Tennyson Dr",Crescent Beach Tot Lot,POINT (-74.14672300361626 40.53581203125039),Unknown,R135-CPA-0001,"10,695",15,1,9,76
,B,Completely Locked,05/21/2020 11:05:46 AM,B057,,,B057-05,,COVID-19 Closure,,false,Not Applicable,Gerritsen Ave & Ave X,Dr John's Plgd,POINT (-73.92876097917582 40.59671356674165),Adults not allowed in some locations,B057-CPA-0003,"13,825",5,2,8,38
,B,Completely Locked,05/21/2020 11:05:45 AM,B056,,,B056,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Dumont Ave., Blake Ave. bet. Bradford St. and Miller Ave.",Martin Luther King Jr. Playground,POINT (-73.89032981549796 40.667250132958856),Adults Allowed,B056-CPA-0001,"17,214",45,2,25,47
,X,Not Lockable,05/21/2020 11:09:34 AM,X010,,,X010-06,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Crotona E-Suburban, Charlotte",Boxcar Plgd (6),POINT (-73.89294607785766 40.836907054116885),Adults Allowed,X010-CPA-0005,,34,5,43,25
,Q,Completely Locked,05/21/2020 11:08:58 AM,Q367,,,Q367,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Rockaway Beach Blvd. bet. Beach 84 St. and Beach 81 St.,Hammel Playground,POINT (-73.80967323478804 40.58821562102592),Adults Allowed,Q367-CPA-0001,"20,531",51,3,47,58
,Q,Completely Locked,05/21/2020 11:08:33 AM,Q163,,,Q163-19,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,B 84 St & Shore Front Pkwy (W/o B 84 St),Rockaway Playground - M,POINT (-73.80987069653744 40.584981133183064),Unknown,Q163-CPA-0001,"20,531",51,3,41,58
,X,Completely Locked,05/21/2020 11:10:10 AM,X242,,,X242,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Home St bet. Boston Rd and Jackson Av,Youth Village,POINT (-73.90292623803576 40.82867268087954),Adults not allowed in some locations,X242-CPA-0001,"10,934",34,5,43,25
,M,Completely Locked,05/21/2020 11:07:53 AM,M283,,,M283-03,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"River Terr, Murray St",Nelson Rockefeller Park Playground South,POINT (-74.01672773692549 40.715919389307),Unknown,M283-CPA-0002,"10,368",56,4,32,1
true,M,Partially Locked,05/21/2020 11:10:35 AM,M208D,true,,M208D,true,COVID-19 Closure,,,,,Each One Teach One,POINT (-73.93456837943461 40.80715733428305),,,"13,093",7,4,36,16
false,X,Not Lockable,05/21/2020 11:09:31 AM,X002,,,X002-05A,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Waring Ave, Bronx Pk E",Waring Plgd,POINT (-73.87152736149612 40.86065404421847),Adults Allowed,X002-CPA-0003,"11,607",28,5,22,32
,M,Completely Locked,05/21/2020 11:07:05 AM,M010,,,M010-188,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,93 St & Central Park West,Wild West Plgd,POINT (-73.96544164583226 40.78988663968055),Unknown,M010-CPA-0014,,19,4,19,13
,Q,Completely Locked,05/21/2020 11:09:11 AM,Q443,,,Q443,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Beach 65 St. to Beach 66 St., Beach Channel Dr.",Almeda Playground,POINT (-73.79471816734406 40.59320124670589),Adults Allowed,Q443-CPA-0001,"20,530",51,3,47,58
,Q,Completely Locked,05/21/2020 11:08:09 AM,Q024,,,Q024-05,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Rose & Oak Aves,Playground,POINT (-73.80740174121165 40.74945497575928),Unknown,Q024-CPA-0003,"14,507",22,3,3,67
true,B,Completely Locked,05/21/2020 11:06:16 AM,B224,,,B224,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,P.O. Reinaldo Salgado Playground,POINT (-73.92528186746587 40.688176930099566),Adults Allowed,B224-CPA-0001,"18,181",69,2,17,52
,X,Completely Locked,05/21/2020 11:10:25 AM,X185,,,X185,,COVID-19 Closure,,,,"E 161 St, Trinity Av, E 163 St, Cauldwel",Dunbar Playground,POINT (-73.90644375088101 40.82301077739179),,,"10,934",34,5,42,25
,M,Partially Locked,05/21/2020 11:07:26 AM,M099,,,M099-01,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,W 173 St & Ft Washington Ave,J Hood Wright Park Playground,POINT (-73.94100342153354 40.84584454380831),Adults not allowed in some locations,M099-CPA-0001,"13,091",47,4,39,21
,Q,Partially Locked,05/21/2020 11:08:40 AM,Q293,,,Q293,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,56 Ave. bet. 201 St. and 202 St.,Saul Weprin Playground,POINT (-73.77632444768986 40.74849858900335),Adults Allowed,Q293-CPA-0001,"14,506",26,3,3,69
,X,Completely Locked,05/21/2020 11:10:04 AM,X197,,,X197,,COVID-19 Closure,,false,Not Applicable,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,Mosholu Playground,POINT (-73.88285996626405 40.87215926311461),Adults Allowed,X197-CPA-0002,"10,936",24,5,40,34
,Q,Completely Locked,05/21/2020 11:09:14 AM,QT05,,,QT05,,COVID-19 Closure,,true,Not Applicable,60 St. bet. Borden Ave. and 55 Dr.,Copernicus Triangle,POINT (-73.905647631551 40.72599290168484),Adults not allowed in some locations,QT05-CPA-0001,"14,788",54,3,34,62
,R,Completely Locked,05/21/2020 11:09:23 AM,R069,,,R069,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Foote Ave., Howard Ave., Martha St., Clove Rd.",Terrace Playground,POINT (-74.09824150683279 40.613896710286454),Adults Allowed,R069-CPA-0001,"10,369",4,1,13,74
,B,Completely Locked,05/21/2020 11:10:18 AM,B096,,,B096,,COVID-19 Closure,,,,Vandervoort Ave. bet. Cherry St. and Anthony St.,Sgt. William Dougherty Playground,POINT (-73.93703762280433 40.72363820349036),,,"18,182",36,2,30,57
,M,Completely Locked,05/21/2020 11:07:43 AM,M214,,,M214,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 102 St. To E. 104 St. and 2 Ave.,Blake Hobbs Playground,POINT (-73.94408584263212 40.788906889248324),Adults Allowed,M214-CPA-0001,"12,426",7,4,35,14
true,B,Completely Locked,05/21/2020 11:06:22 AM,B249,,,B249,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Dumont Ave. between Powell St. and Mother Gaston Blvd.,Van Dyke Playground,POINT (-73.90426821219393 40.664625189809804),Adults not allowed in some locations,B249-CPA-0001,"17,614",55,2,17,46
,X,Completely Locked,05/21/2020 11:10:11 AM,X260,,,X260,,COVID-19 Closure,,false,Not Applicable,Manida St bet. Spofford Av and Lafayette Av,Julio Carballo Fields,POINT (-73.88880152036673 40.81512859373143),Adults Allowed,X260-CPA-0001,"12,343",8,5,43,24
,Q,Partially Locked,05/21/2020 11:08:23 AM,Q103,,,Q103,,COVID-19 Closure,,false,Not Applicable,"32 Ave., 33 Ave. bet. Corporal Kennedy St. and 210 St.",Kennedy Playground,POINT (-73.7794335432834 40.77096704393672),Adults not allowed in some locations,Q103-CPA-0001,"14,196",26,3,20,69
,B,Completely Locked,05/21/2020 11:06:42 AM,B309,,,B309,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Stanley Ave. and Eldert La.,Pink Playground,POINT (-73.86238738595682 40.66665897669982),Adults Allowed,B309-CPA-0001,"17,215",45,2,25,47
,Q,Partially Locked,05/21/2020 11:08:53 AM,Q346,,,Q346,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,251 St. bet. 61 Ave. and 63 Ave.,Challenge Playground,POINT (-73.72806254272606 40.75709612629377),Adults Allowed,Q346-CPA-0001,"14,197",26,3,16,69
,Q,Completely Locked,05/21/2020 11:08:13 AM,Q066B,,,Q066B,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hoyt Ave. bet. 21 St. and 23 St.,Triborough Bridge Playground B,POINT (-73.92324514918867 40.77450955273059),Adults Allowed,Q066B-CPA-0001,"16,859",39,3,4,72
true,M,Partially Locked,05/21/2020 11:07:33 AM,M141,,,M141,,COVID-19 Closure,,false,Not Applicable,"Harlem River Dr., W. 151 St. To W. 154 St.",Harlem Lane Playground,POINT (-73.9347147647569 40.82509503019337),Adults not allowed in some locations,M141-CPA-0001,"13,097",18,4,36,20
,B,Completely Locked,05/21/2020 11:07:00 AM,B402,,,B402,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Wyona St. to Vermont St. between Fulton St. and Jamaica Ave.,George Walker Jr. Park,POINT (-73.89514534899543 40.678498627517605),Adults Allowed,B402-CPA-0001,"17,214",45,2,37,47
,Q,Completely Locked,05/21/2020 11:09:03 AM,Q394,,,Q394,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Beach 49 St. bet. Elizabeth Ave. and Beach Channel Dr.,Conch Playground,POINT (-73.78059480698063 40.59560506805807),Unknown,Q394-CPA-0001,"20,529",51,3,47,59
,B,Completely Locked,05/21/2020 11:06:29 AM,B267,,,B267,,COVID-19 Closure,,false,Not Applicable,Winthrop St. between Rogers Ave. and Bedford Ave.,Winthrop Playground,POINT (-73.95478994891499 40.6565652459303),Adults Allowed,B267-CPA-0001,"13,509",17,2,11,44
,Q,Completely Locked,05/21/2020 11:08:57 AM,Q361,,,Q361,,COVID-19 Closure,,false,Not Applicable,"Broadway., 82 St., 45 Ave.",Moore Homestead Playground,POINT (-73.88274481140559 40.74217570081207),Adults Allowed,Q361-CPA-0001,"14,784",66,3,5,68
,M,Completely Locked,05/21/2020 11:07:57 AM,M378,,,M378,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Pearl St. bet. Fulton St. and Beekman St.,Pearl St Playground,POINT (-74.00391576129147 40.70791540138699),Adults not allowed in some locations,M378-CPA-0001,"13,096",56,4,32,1
true,Q,Partially Locked,05/21/2020 11:08:01 AM,Q008,true,,Q008-02,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Brookville Blvd, 144 Ave &  Caney Rd.",Brookville Park Playground,POINT (-73.74207837517774 40.66206323239409),Unknown,Q008-CPA-0001,"15,313",63,3,47,63
,B,Completely Locked,05/21/2020 11:06:38 AM,B302,,,B302,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ellery St. at Delmonico Pl., Hopkinds St. bet. Tompkins Ave. and Throop Ave.",Charlie's Place,POINT (-73.94650474714315 40.69921646089504),Adults Allowed,B302-CPA-0001,"17,213",69,2,49,51
false,X,Not Lockable,05/21/2020 11:10:03 AM,X193,false,,X193,,COVID-19 Closure,false,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Crawford Ave. at Baychester Ave.,Stars & Stripes Playground,POINT (-73.8389496744093 40.88534183778373),Adults Allowed,X193-CPA-0001,"11,275",29,5,2,30
,M,Completely Locked,05/21/2020 11:07:40 AM,M201,,,M201,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. Houston St. and FDR Dr.,Wald Playground,POINT (-73.97693623716502 40.71961213780313),Adults Allowed,M201-CPA-0001,"11,723",70,4,50,5
